1110110011100000 | 0001001100000000
1101010110110000 | 0010101000000000
0111011001110000 | 1000100100000000
0100101111110000 | 1011010000000000
0011111111101000 | 1100000000000000
1110101001011000 | 0001010100000000
1101011111011000 | 0010100000000000
0011101100111000 | 1100010000000000
1010010101111000 | 0101101000000000
1001100011111000 | 0110011100000000
1001101110100100 | 0110010000000000
0111001110010100 | 1000110000000000
1110110111010100 | 0001001000000000
0011110010110100 | 1100001100000000
1001111101110100 | 0110000000000000
1010001011110100 | 0101110100000000
1001100111001100 | 0110011000000000
0111010100101100 | 1000101000000000
1110101101101100 | 0001010000000000
1101011011101100 | 0010100100000000
1001110100011100 | 0110001000000000
0011111011011100 | 1100000100000000
1101001000111100 | 0010110100000000
1110111110111100 | 0001000000000000
0100110001111100 | 1011001100000000
0111000111111100 | 1000111000000000
0101011111000010 | 1010100000000000
0110111010010010 | 1001000100000000
1100110101010010 | 0011001000000000
1111000011010010 | 0000111100000000
1011111111110010 | 0100000000000000
1011100101001010 | 0100011000000000
0101010110101010 | 1010101000000000
1111011001101010 | 0000100100000000
1100101111101010 | 0011010000000000
1011110110011010 | 0100001000000000
0001111001011010 | 1110000100000000
0010001111011010 | 1101110000000000
1100111100111010 | 0011000000000000
1111001010111010 | 0000110100000000
0101000101111010 | 1010111000000000
0110110011111010 | 1001001100000000
1011111011000110 | 0100000100000000
0110111110100110 | 1001000000000000
1100110001100110 | 0011001100000000
1111000111100110 | 0000111000000000
1011101000010110 | 0100010100000000
1000011110010110 | 0111100000000000
0001100111010110 | 1110011000000000
1111010100110110 | 0000101000000000
1100100010110110 | 0011011100000000
0110101101110110 | 1001010000000000
0101011011110110 | 1010100100000000
1100111000001110 | 0011000100000000
1111001110001110 | 0000110000000000
0110110111001110 | 1001001000000000
1011110010101110 | 0100001100000000
0001111101101110 | 1110000000000000
0010001011101110 | 1101110100000000
0110100100011110 | 1001011000000000
0101010010011110 | 1010101100000000
1111011101011110 | 0000100000000000
1100101011011110 | 0011010100000000
0010011000111110 | 1101100100000000
0001101110111110 | 1110010000000000
1011100001111110 | 0100011100000000
1000010111111110 | 0111101000000000
1101100111000001 | 0010011000000000
1010101101100001 | 0101010000000000
1001011011100001 | 0110100100000000
0111111011010001 | 1000000100000000
1010111110110001 | 0101000000000000
0011000111110001 | 1100111000000000
0011011101001001 | 1100100000000000
1110011000101001 | 0001100100000000
1101101110101001 | 0010010000000000
0111100001101001 | 1000011100000000
0100010111101001 | 1011101000000000
0011001110011001 | 1100110000000000
1010110111011001 | 0101001000000000
0111110010111001 | 1000001100000000
1101111101111001 | 0010000000000000
1110001011111001 | 0001110100000000
1010111010000101 | 0101000100000000
1101110000100101 | 0010001100000000
1110000110100101 | 0001111000000000
0111111111100101 | 1000000000000000
1010101001010101 | 0101010100000000
1001011111010101 | 0110100000000000
0111101100110101 | 1000010000000000
0100011010110101 | 1011100100000000
1110010101110101 | 0001101000000000
1101100011110101 | 0010011100000000
0111110110001101 | 1000001000000000
1101111001001101 | 0010000100000000
1110001111001101 | 0001110000000000
0000111100101101 | 1111000000000000
0011001010101101 | 1100110100000000
1001000101101101 | 0110111000000000
1010110011101101 | 0101001100000000
1110011100011101 | 0001100000000000
1101101010011101 | 0010010100000000
0111100101011101 | 1000011000000000
0100010011011101 | 1011101100000000
1010100000111101 | 0101011100000000
1001010110111101 | 0110101000000000
0011011001111101 | 1100100100000000
0000101111111101 | 1111010000000000
1011001110000011 | 0100110000000000
0010110111000011 | 1101001000000000
1111110010100011 | 0000001100000000
0101111101100011 | 1010000000000000
0110001011100011 | 1001110100000000
1011011101010011 | 0100100000000000
1000101011010011 | 0111010100000000
0110011000110011 | 1001100100000000
0101101110110011 | 1010010000000000
1111100001110011 | 0000011100000000
1100010111110011 | 0011101000000000
0101110100001011 | 1010001000000000
1100001101001011 | 0011110000000000
1111111011001011 | 0000000100000000
0010111110101011 | 1101000000000000
1000110001101011 | 0111001100000000
1011000111101011 | 0100111000000000
1111101000011011 | 0000010100000000
1100011110011011 | 0011100000000000
0110010001011011 | 1001101100000000
0101100111011011 | 1010011000000000
1011010100111011 | 0100101000000000
1000100010111011 | 0111011100000000
0010101101111011 | 1101010000000000
0001011011111011 | 1110100100000000
0110011100000111 | 1001100000000000
0101101010000111 | 1010010100000000
1111100101000111 | 0000011000000000
1100010011000111 | 0011101100000000
0001010110100111 | 1110101000000000
1011011001100111 | 0100100100000000
1000101111100111 | 0111010000000000
1111110110010111 | 0000001000000000
0101111001010111 | 1010000100000000
0110001111010111 | 1001110000000000
1000111100110111 | 0111000000000000
1011001010110111 | 0100110100000000
0001000101110111 | 1110111000000000
0010110011110111 | 1101001100000000
1011010000001111 | 0100101100000000
1000100110001111 | 0111011000000000
0010101001001111 | 1101010100000000
0001011111001111 | 1110100000000000
1111101100101111 | 0000010000000000
1100011010101111 | 0011100100000000
0110010101101111 | 1001101000000000
0101100011101111 | 1010011100000000
0001001100011111 | 1110110000000000
0010111010011111 | 1101000100000000
1000110101011111 | 0111001000000000
1011000011011111 | 0100111100000000
0101110000111111 | 1010001100000000
0110000110111111 | 1001111000000000
1100001001111111 | 0011110100000000
